"","Date","sphum_kgPkg"
"1","2005-01-01 01:30:00",0.0134627921506763
"2","2005-01-01 04:30:00",0.0136134373024106
"3","2005-01-01 07:30:00",0.014240812510252
"4","2005-01-01 10:30:00",0.0115345902740955
"5","2005-01-01 13:30:00",0.0109262689948082
"6","2005-01-01 16:30:00",0.0115634109824896
"7","2005-01-01 19:30:00",0.0122449854388833
"8","2005-01-01 22:30:00",0.0132614113390446
"9","2005-01-02 01:30:00",0.0139606194570661
"10","2005-01-02 04:30:00",0.0149976387619972
"11","2005-01-02 07:30:00",0.0125545067712665
"12","2005-01-02 10:30:00",0.0126573918387294
"13","2005-01-02 13:30:00",0.0124679151922464
"14","2005-01-02 16:30:00",0.0118313254788518
"15","2005-01-02 19:30:00",0.0106998709961772
"16","2005-01-02 22:30:00",0.0104222483932972
"17","2005-01-03 01:30:00",0.011176835745573
"18","2005-01-03 04:30:00",0.0132744451984763
"19","2005-01-03 07:30:00",0.0115601643919945
"20","2005-01-03 10:30:00",0.0104050450026989
"21","2005-01-03 13:30:00",0.0111587271094322
"22","2005-01-03 16:30:00",0.0112313386052847
"23","2005-01-03 19:30:00",0.010108744725585
"24","2005-01-03 22:30:00",0.0111850071698427
"25","2005-01-04 01:30:00",0.0109534468501806
"26","2005-01-04 04:30:00",0.011183325201273
"27","2005-01-04 07:30:00",0.0117043629288673
"28","2005-01-04 10:30:00",0.0110269486904144
"29","2005-01-04 13:30:00",0.0117571782320738
"30","2005-01-04 16:30:00",0.0117624942213297
"31","2005-01-04 19:30:00",0.0109626445919275
"32","2005-01-04 22:30:00",0.0115150790661573
"33","2005-01-05 01:30:00",0.0119462097063661
"34","2005-01-05 04:30:00",0.012269708327949
"35","2005-01-05 07:30:00",0.0124321207404137
"36","2005-01-05 10:30:00",0.0121418572962284
"37","2005-01-05 13:30:00",0.0129499118775129
"38","2005-01-05 16:30:00",0.012464752420783
"39","2005-01-05 19:30:00",0.0115442872047424
"40","2005-01-05 22:30:00",0.0111669804900885
"41","2005-01-06 01:30:00",0.0107412189245224
"42","2005-01-06 04:30:00",0.0114029152318835
"43","2005-01-06 07:30:00",0.0122995730489492
"44","2005-01-06 10:30:00",0.0119028827175498
"45","2005-01-06 13:30:00",0.0124698439612985
"46","2005-01-06 16:30:00",0.0126624992117286
"47","2005-01-06 19:30:00",0.0127538023516536
"48","2005-01-06 22:30:00",0.0124236233532429
"49","2005-01-07 01:30:00",0.0123327542096376
"50","2005-01-07 04:30:00",0.0127001609653234
"51","2005-01-07 07:30:00",0.0144178746268153
"52","2005-01-07 10:30:00",0.0129949664697051
"53","2005-01-07 13:30:00",0.0135274101048708
"54","2005-01-07 16:30:00",0.0140408501029015
"55","2005-01-07 19:30:00",0.0137698436155915
"56","2005-01-07 22:30:00",0.0130301779136062
"57","2005-01-08 01:30:00",0.0131040653213859
"58","2005-01-08 04:30:00",0.0144041301682591
"59","2005-01-08 07:30:00",0.0122806904837489
"60","2005-01-08 10:30:00",0.0129270991310477
"61","2005-01-08 13:30:00",0.0134637635201216
"62","2005-01-08 16:30:00",0.0130418576300144
"63","2005-01-08 19:30:00",0.0134068392217159
"64","2005-01-08 22:30:00",0.0140166794881225
"65","2005-01-09 01:30:00",0.0130459014326334
"66","2005-01-09 04:30:00",0.013707953505218
"67","2005-01-09 07:30:00",0.0137823550030589
"68","2005-01-09 10:30:00",0.0129837272688746
"69","2005-01-09 13:30:00",0.0134320417419076
"70","2005-01-09 16:30:00",0.0132090859115124
"71","2005-01-09 19:30:00",0.0120468772947788
"72","2005-01-09 22:30:00",0.0117692137137055
"73","2005-01-10 01:30:00",0.0120366392657161
"74","2005-01-10 04:30:00",0.0122189531102777
"75","2005-01-10 07:30:00",0.0120427589863539
"76","2005-01-10 10:30:00",0.0127736711874604
"77","2005-01-10 13:30:00",0.0135997487232089
"78","2005-01-10 16:30:00",0.013977681286633
"79","2005-01-10 19:30:00",0.0130084240809083
"80","2005-01-10 22:30:00",0.013596354983747
"81","2005-01-11 01:30:00",0.0140621569007635
"82","2005-01-11 04:30:00",0.0116610676050186
"83","2005-01-11 07:30:00",0.0127494027838111
"84","2005-01-11 10:30:00",0.0131479818373919
"85","2005-01-11 13:30:00",0.0132435522973537
"86","2005-01-11 16:30:00",0.0138496356084943
"87","2005-01-11 19:30:00",0.014227818697691
"88","2005-01-11 22:30:00",0.0136923156678677
"89","2005-01-12 01:30:00",0.0133570739999413
"90","2005-01-12 04:30:00",0.0130022522062063
"91","2005-01-12 07:30:00",0.0125455884262919
"92","2005-01-12 10:30:00",0.0134207773953676
"93","2005-01-12 13:30:00",0.0136738214641809
"94","2005-01-12 16:30:00",0.0139277735725045
"95","2005-01-12 19:30:00",0.0126630607992411
"96","2005-01-12 22:30:00",0.0134007884189487
"97","2005-01-13 01:30:00",0.0140745816752315
"98","2005-01-13 04:30:00",0.0143863959237933
"99","2005-01-13 07:30:00",0.0144852474331856
"100","2005-01-13 10:30:00",0.0143295237794518
"101","2005-01-13 13:30:00",0.0142484856769443
"102","2005-01-13 16:30:00",0.0141281690448523
"103","2005-01-13 19:30:00",0.0120476204901934
"104","2005-01-13 22:30:00",0.0124506559222937
"105","2005-01-14 01:30:00",0.0113441264256835
"106","2005-01-14 04:30:00",0.0117278145626187
"107","2005-01-14 07:30:00",0.0122538078576326
"108","2005-01-14 10:30:00",0.0124395526945591
"109","2005-01-14 13:30:00",0.0137168178334832
"110","2005-01-14 16:30:00",0.0138845406472683
"111","2005-01-14 19:30:00",0.0131110213696957
"112","2005-01-14 22:30:00",0.014563555829227
"113","2005-01-15 01:30:00",0.014701820909977
"114","2005-01-15 04:30:00",0.0143072921782732
"115","2005-01-15 07:30:00",0.013622266240418
"116","2005-01-15 10:30:00",0.0137768052518368
"117","2005-01-15 13:30:00",0.0133808860555291
"118","2005-01-15 16:30:00",0.0128736980259418
"119","2005-01-15 19:30:00",0.0129888160154223
"120","2005-01-15 22:30:00",0.0127374678850174
"121","2005-01-16 01:30:00",0.0134621169418097
"122","2005-01-16 04:30:00",0.0134038282558322
"123","2005-01-16 07:30:00",0.013631752692163
"124","2005-01-16 10:30:00",0.0136309498921037
"125","2005-01-16 13:30:00",0.0136286504566669
"126","2005-01-16 16:30:00",0.0128966867923737
"127","2005-01-16 19:30:00",0.0121117597445846
"128","2005-01-16 22:30:00",0.0123234512284398
"129","2005-01-17 01:30:00",0.0119187030941248
"130","2005-01-17 04:30:00",0.0126109234988689
"131","2005-01-17 07:30:00",0.0129155181348324
"132","2005-01-17 10:30:00",0.0128640029579401
"133","2005-01-17 13:30:00",0.0123139750212431
"134","2005-01-17 16:30:00",0.0117899989709258
